title,Departments,keywords
"""The Living Tree"": a Conservationist Journey Through J.R.R. Tolkien's Middle-earth",English,"Tolkien, Middle-earth, The Lord of the Rings, conservation, nature, environment, Leopold"
Even Dusty Palms Dry Tears,English,"touching, inspiring, compassionate, heart-rending, gripping"
"The Curse of the South: Using Trauma Theory to Examine Faulkner's the Sound and the Fury and Absalom, Absalom!",English,"william faulkner, trauma theory"
The Life and Times of the Aspiring Professional Athlete,English,"William, Farrow, Professional, Athlete"
Route 28,English,"women and aging, linked short story collection"
Adventurers' Club,English,young adult fiction novel
Becoming Home: Shaped by the Seasons,English; Environmental Studies,"home, health, healing, construction, nature, seasons, eating disorder"
Melville in the Anthropocene: The Ecological Ethics of Moby-Dick,English; Environmental Studies; Sociology and Anthropology,"eco-criticism, speciesism, environmentalism, extinction, vegetarianism, environmental humanities, anthropocene, environmental ethics, american literature, theory"
"“The Gang of Virtue”: Colonial South Africa, Congo and Kenya in British Imperial Literature and Media, 1870-1970",English; History,"Colonialism, Imperialism, 19th Century, 20th Century, British Empire, Colonialism in Africa, Literature"
Finding Vlad: A Historical Fiction Novella,English; History,"Dracula, Vlad the Impaler, Romania, Bram Stoker, Historical Fiction, Post-Colonial"
"Memsahibs at Work: British Women's Political Participation in the Raj, 1858-1914",English; History,"memsahibs, india, the british empire, nineteenth century, twentieth century"
An Artificial Eden: Experiencing the Suburban Landscape in Postwar American Literature,English; History,suburb
The Unique Value of Autonomy,English; Philosophy,"autonomy, value, value theory, ethics"
Absurdity with God: Faith in Walker Percy's Novels,English; Philosophy,exploring faith in existentialist philosophies
"""I Am 'Is'"": Reconciling Grief, Language, and Being in William Faulkner's As I Lay Dying",English; Philosophy,"Grief, Language, Being, Mourning, Existence"
A Smithy to Myself: The Narratival Structure of Selfhood and James Joyce's A Portrait of the Artist as a Young Man,English; Philosophy,"narrativity, James Joyce, A Portrait of the Artist as a Young Man, modern literature, selfhood, self-understanding, Hans-Georg Gadamer, Jean-Paul Sartre, Paul Ricoeur, Barry Dainton, Lamarque, joycean epiphany"
Who is the Who: Lost Boys of Sudan in Language and Narrative,English; Sociology and Anthropology,"Lost Boys of Sudan, post-colonial, narrative, storytelling, hybridity"
A Comparative Analysis of Contemporary Spanish and American Journalism Using El País and The New York Times,English; Spanish,"journalism, Spain, United States"
Voices From the Woods: Classic Fairy Tales Revisited and Revised,English; Theatre and Dance,"fairy tales, Charles Perrault, Hans Christian Andersen, Brothers Grimm, creative writing, playwriting, feminism"
Breaking Ground: The New Farmers' Movement in the United States,Environmental Studies; Sociology and Anthropology,"farms, new farmers, beginning farmers, greenhorns, rural social movements, knowledge, sustainability, alternative agriculture, peasants, new peasantries"
Cultivating Champions of Sustainability: an Analysis of Sustainability Education and Civic Agriculture,Environmental Studies; Sociology and Anthropology,"sustainability, experiential, education, civic, engagement, champion, social capital"
"Your Worst Nightmare: The Uncanny Female Double in 3 Women, Mulholland Drive, and Persona",Film Studies,"Uncanny, Female, Doubling, Identity, Fragmented Narrative Structure, Dreams, Repression"
L'école pour tous : une étude des inégalités dans le système éducatif français,French and Francophone Studies,"Education, French Education, Inequalities"
Ville Du Flaneur: La Transformation De Paris Selon Ses Propres Temoignages,French and Francophone Studies,"flaneur, paris, walter benjamin, charles baudelaire, constantin guys, arcades"
Le Marketing et les Maghrébins : Le Ciblage d’un Groupe Minoritaire en France; Marketing and the North Africans: The Targeting of a Minority in France,French and Francophone Studies,"France, marketing, North Africa, Maghreb"
Une Étude De La Traite Des Enfants Entre Le Maroc Et La France,French and Francophone Studies,"le trafic des enfants, la traite des enfants, droits de l'enfant, les enfants et l'immigration, les lois pour protéger les enfants victimes, les victimes d'abus"
Le Français Québécois et la Lutte pour Graver en Pierre une Variété Linguistique,French and Francophone Studies,"Quebec, français, french, lagnue, language, Canada"
"Je Voulais Être Homme, Rien Qu’Homme: An Analysis of the Intersection of Communism and Masculinity InThe Negritude Movement, 1930-1939",French and Francophone Studies; History,"negritude, racism, masculinity, communism, 1930s, france, paris, assimilation"
"Soeurs d'Empire: Trois histoires de voyage, de genre et de camaraderie dans des récits de voyage féminins d'Algérie, 1869-1900",French and Francophone Studies; History,"women, travel, travel memoir, gender, gaze, Algeria, North Africa, gaze"
The Process of Policy Formation During the Common Agricultural Policy Macsharry Reform:  the Straight and Narrow Path Actors Follow to Escape a Political Rat's Nest,French and Francophone Studies; International Relations,"common agricultural policy, reform, political influence"
Nations Under Attack: the Restructuring of Counter-Terrorism Policy in the Aftermath of a Major International Terrorist Incident,French and Francophone Studies; International Relations,"terrorism, counter-terrorism, restructuring change, case study"
"Elements of Understanding: Mathematics, Literature, and Nicolas Bourbaki",French and Francophone Studies; Mathematics,nicolas bourbaki
Differences in the Ways in Which Vogue Communicates Beauty Standards to American and French Women,French and Francophone Studies; Psychology,"beauty standards, beauty ideals, attractiveness, Vogue, French culture, American culture"
Mondialisation Du Vin à Cassis Et Du Fromage à Roquefort: An Ethnographic Analysis of the Opinions and Perceptions on Globalization of Producers of Wine and Cheese,French and Francophone Studies; Sociology and Anthropology,"globalization, wine, cheese, france"
"Tree-Ring Dating and Climate Analysis of Neoglacial Ice Advance of Wachusett Inlet, Glacier Bay National Park and Preserve, Southeast Alaska, USA",Geology,"Alaska, Climate, Tree rings, Neoglacial, Spectral Analysis"
"Dating of the Mid-Holocene History and Glacial Stratigraphy of Wachusett Inlet, Glacier Bay National Park and Preserve, Southeast, Alaska",Geology,"alaska, tree-rings, glacier bay national park and preserve, mid-holocene, neoglacial"
Dendroclimatology in the Far East: Two-century tree-ring reconstructions of Amur River flow,Geology,"Amur River, Far East, Russia, Dendroclimatology"
"Geochemical and Geospatial Analysis: Mapping of Miter's Lava Flows in Ice Springs Volcanic Field, Black Rock Desert, Utah",Geology,"black rock desert, geochemistry, miter crater"
"First Bryozoan Fauna Described from the Jurassic Tropics: Specimens from the Matmor Formation (Middle Jurassic, Upper Callovian) in Southern Israel",Geology,"Bryozoans, Middle Jurassic, Israel, tropics, paleoenvironments, cyclostomes"
A Description of Cryptoskeletozoan Communities and Growth Analyses of Cryptic Cuffeyella Arachnoidea and Cornulites From the Upper Ordovician (Richmondian) of Ohio and Indiana,Geology,"cryptoskeletozoans, runner-type bryozoans, cornulitids, microconchids, craniid brachiopods, cincinnatian, ohio, indiana, cuffeyella arachnoidea, cornulites, petrocrania scabiosa, philhedra"
"Analysis of a Rhuddanian (Llandovery, Lower Silurian) Sclerobiont Community in the Hilliste Formation on Hiiumaa Island, Estonia: a Hard Substrate-Dwelling Relict Fauna",Geology,"fossil, sclerobiont, estonia, silurian"
"Dating the First Millennium Ad Glacial History of Adams Inlet, Glacier Bay National Park and Preserve, Southeast Alaska",Geology,"geology, alaska, climate change, dendrochronology, glaciers"
Discerning Extreme Weather Events in the Connecticut River System through the Study of Sediments in Upland Dams and Flood Control Reservoirs of Western Massachusetts and Southwestern Vermont,Geology,"Hurricane Irene, geomorphology"
Determination of Inflation within the Miter Flow Depression in Ice Springs Volcanic Field,Geology,"inflation, Black Rock Desert, Ice Springs Volcanic Field, lava pillars, tumuli"
"Analysis of Ice Springs Volcanic Field Structures, Black Rock Desert, Utah",Geology,"inflation, deflation, ice springs, black rock desert, utah, volcanic structures, basalt islands, tumuli, fractures"
"Comparison and Analog-Based Analysis of Sinuous Channels on the Rift Aprons of Ascraeus Mons and Pavonis Mons Volcanoes, Mars",Geology,"mars, volcanoes, hawaii, sinuous channels"
